"Menurut Anda, apakah adanya disrupsi membuat profesi akuntansi akan tergeser peranannya oleh robotic dan kecerdasan buatan dalam rentan waktu beberapa tahun kedepan?"
Iyah
Tidak
Tidak 
Mungkin Iya bisa 
Menurut saya terus bersaing 
"Sepertinya beberapa tugas dari akuntan akan digeser oleh robotic atau AI, seperti penyusunan laporan keuangan saat ini sudah terbantu dengan berbagai macam aplikasi."
Tidak alasannya sama dema dengan yang diatas tidak dapat tergantikan.
"Ya, namun tidak akan menggeser sepenuhnya"
"Tergeser, cuma tidak bisa di hilangkan"
"Mungkin di beberapa lini kerja"" akuntansi akan dipermudah oleh teknologi, teknologi sekadar mengurangi peran akuntan tetapi tidak menggeser eksistensi akuntan"
"Kemungkinan besar akan tergeser jika para akuntan tidak mampu beradaptasi dengan teknologi yang ada , saya rasa profesi akuntan akan tetap dibutuhkan di masa datang meskipun jumlahnya akan berkurang karena adanya kecerdasan buatan ini"
"Nope. Akuntansi adalah profesi yg kompleks dibutuhkan kemampuan problem solving, critical thinking, analytics, etc yg tidak bisa tergantintikan teknologi. But who knows, it might be replaced. "
Ada
"tidak, tetap membutuhkan tenaga manusia "
20 tahun
"Bisa jadi iya, 15 tahun asal terjaga/repair secara berkala."
"Teknologi tidak akan menggantikan pekerjaan akuntan. Meskipun mengalami banyak perubahan, profesi akuntan dinilai masih eksis hingga masa kini. Agar dapat menyesuaikan diri dengan era transformasi digital yang semakin canggih, seorang akuntan perlu meng-upgrade kualitas diri"
kurang lebih 10 tahun
Tidak sepenuhnya
Semua tergantung dari perkembangan dan penerimaan atas teknologi tersebut. Pastinya peran pembuat kebijakan juga menentukan hal ini. 
Kemungkinan kecil iya. Karena pada bidang akuntansi ini suatu bidang yang sangat sensitif ada sebuah perusahaan. Karena mnyangkut keuangan perusahaan yang harus jelas dan ada pertanggung jawaban dari manusia. Karena se canggih canggihnya robotic dan AI tetap akan mungkin bisa terjadi kesalahan.
"Tidak, sebab tak semua bisa menggantikan peran tenaga akuntan"
"Teknologi manapun tidak dapat menggantikan peran profesi akuntansi, sekalipun beberapa berita mengenai profesi tersebut akan digantikan dan mengalami banyak perubahan, profesi akuntan dinilai masih eksis hingga masa kini. Maka dari itu agar dapat menyesuaikan diri dengan era transformasi digital kedepannya yang semakin canggih, seorang akuntan perlu meng-upgrade kualitas diri."
"Tidak, seperti jawaban di atas bahwa profesi akuntan tidak akan tergantikan. Melainkan mereka akan berevolusi bersama-sama "
"Tidak, karena robotic dan kecerdasan hanya memudahkan dan membuat waktu pengerjaan menjadi lebih efisien, tetapi peranan utamanya masih membutuhkan profesi akuntan"
Ya
Tidak
TIDAK. Karena teknologi tidak memiliki instinc dan feeling 
"bisa jadi profesi akuntansi akan terdisrupsi dengan adanya teknologi tersebut, namun kembali lagi manusia yang menjadi pusat kendalinya."
"Untuk beberapa bidang dalam profesi akuntansi mungkin, tapi tidak semua"
Iya
